flags,P1,P2,P3,P4,P5,step,loss
00111,0,0,1,1,1,133,2.612402
00111,0,0,1,1,1,134,2.784776
00111,0,0,1,1,1,135,3.078462
00111,0,0,1,1,1,136,2.136771
00111,0,0,1,1,1,137,2.244620
00111,0,0,1,1,1,138,2.733662
00111,0,0,1,1,1,139,2.565366
00111,0,0,1,1,1,140,3.171218
00111,0,0,1,1,1,141,2.330996
00111,0,0,1,1,1,142,3.159802
00111,0,0,1,1,1,143,2.362771
00111,0,0,1,1,1,144,2.491878
00111,0,0,1,1,1,145,2.533238
00111,0,0,1,1,1,146,2.197595
00111,0,0,1,1,1,147,2.473771
00111,0,0,1,1,1,148,2.168704
00111,0,0,1,1,1,149,2.518913
00111,0,0,1,1,1,150,2.704277
00111,0,0,1,1,1,151,2.431753
00111,0,0,1,1,1,152,2.732834
00111,0,0,1,1,1,153,2.879338
00111,0,0,1,1,1,154,2.763343
00111,0,0,1,1,1,155,2.883125
00111,0,0,1,1,1,156,3.566341
00111,0,0,1,1,1,157,1.908298
00111,0,0,1,1,1,158,3.262804
00111,0,0,1,1,1,159,1.994819
00111,0,0,1,1,1,160,2.221376
00111,0,0,1,1,1,161,2.637575
00111,0,0,1,1,1,162,2.397224
00111,0,0,1,1,1,163,2.381667
00111,0,0,1,1,1,164,2.490620
00111,0,0,1,1,1,165,2.966257
00111,0,0,1,1,1,166,2.029306
00111,0,0,1,1,1,167,2.524790
00111,0,0,1,1,1,168,3.147384
00111,0,0,1,1,1,169,2.716221
00111,0,0,1,1,1,170,2.560901
00111,0,0,1,1,1,171,2.374104
00111,0,0,1,1,1,172,2.264447
00111,0,0,1,1,1,173,2.843644
00111,0,0,1,1,1,174,2.718685
00111,0,0,1,1,1,175,2.334660
00111,0,0,1,1,1,176,3.039498
00111,0,0,1,1,1,177,2.324329
00111,0,0,1,1,1,178,2.054286
00111,0,0,1,1,1,179,2.470167
00111,0,0,1,1,1,180,2.236241
00111,0,0,1,1,1,181,2.028484
00111,0,0,1,1,1,182,1.855184
00111,0,0,1,1,1,183,3.140528
00111,0,0,1,1,1,184,2.179954
00111,0,0,1,1,1,185,2.357036
00111,0,0,1,1,1,186,2.580201
00111,0,0,1,1,1,187,2.340773
00111,0,0,1,1,1,188,2.076809
00111,0,0,1,1,1,189,2.410272
00111,0,0,1,1,1,190,1.816623
00111,0,0,1,1,1,191,2.229128
00111,0,0,1,1,1,192,2.085891
00111,0,0,1,1,1,193,2.810824
00111,0,0,1,1,1,194,2.737603
00111,0,0,1,1,1,195,2.485834
00111,0,0,1,1,1,196,2.306201
00111,0,0,1,1,1,197,2.988994
00111,0,0,1,1,1,198,2.426505
00111,0,0,1,1,1,199,2.470273
01000,0,1,0,0,0,0,3.365967
01000,0,1,0,0,0,1,3.424273
01000,0,1,0,0,0,2,3.177784
01000,0,1,0,0,0,3,3.066614
01000,0,1,0,0,0,4,3.221285
01000,0,1,0,0,0,5,2.947397
01000,0,1,0,0,0,6,3.290968
01000,0,1,0,0,0,7,3.323986
01000,0,1,0,0,0,8,2.902462
01000,0,1,0,0,0,9,3.223238
01000,0,1,0,0,0,10,2.801902
01000,0,1,0,0,0,11,2.937349
01000,0,1,0,0,0,12,3.061302
01000,0,1,0,0,0,13,3.089694
01000,0,1,0,0,0,14,3.055935
01000,0,1,0,0,0,15,2.739987
01000,0,1,0,0,0,16,2.899256
01000,0,1,0,0,0,17,2.887196
01000,0,1,0,0,0,18,2.720071
01000,0,1,0,0,0,19,2.740484
01000,0,1,0,0,0,20,3.685927
01000,0,1,0,0,0,21,2.796121
01000,0,1,0,0,0,22,2.836526
01000,0,1,0,0,0,23,2.034080
01000,0,1,0,0,0,24,3.385227
01000,0,1,0,0,0,25,2.879516
01000,0,1,0,0,0,26,3.274086
01000,0,1,0,0,0,27,2.911972
01000,0,1,0,0,0,28,2.320905
01000,0,1,0,0,0,29,2.299393
01000,0,1,0,0,0,30,2.897398
01000,0,1,0,0,0,31,2.940302
01000,0,1,0,0,0,32,2.695807
01000,0,1,0,0,0,33,2.196034
01000,0,1,0,0,0,34,3.125189
01000,0,1,0,0,0,35,2.699558
01000,0,1,0,0,0,36,2.477431
01000,0,1,0,0,0,37,2.912717
01000,0,1,0,0,0,38,2.289443
01000,0,1,0,0,0,39,2.857547
01000,0,1,0,0,0,40,2.299972
01000,0,1,0,0,0,41,2.506876
01000,0,1,0,0,0,42,2.905941
01000,0,1,0,0,0,43,2.472699
01000,0,1,0,0,0,44,2.132463
01000,0,1,0,0,0,45,3.105193
01000,0,1,0,0,0,46,2.521083
01000,0,1,0,0,0,47,3.050915
01000,0,1,0,0,0,48,2.715657
01000,0,1,0,0,0,49,2.453386
01000,0,1,0,0,0,50,3.688843
01000,0,1,0,0,0,51,2.845824
01000,0,1,0,0,0,52,3.026790
01000,0,1,0,0,0,53,2.207540
01000,0,1,0,0,0,54,2.740966
01000,0,1,0,0,0,55,2.144248
01000,0,1,0,0,0,56,2.517727
01000,0,1,0,0,0,57,2.520588
01000,0,1,0,0,0,58,2.611851
01000,0,1,0,0,0,59,2.958829
01000,0,1,0,0,0,60,2.712185
01000,0,1,0,0,0,61,2.486464
01000,0,1,0,0,0,62,2.691784
01000,0,1,0,0,0,63,2.899742
01000,0,1,0,0,0,64,2.841466
01000,0,1,0,0,0,65,2.870068
01000,0,1,0,0,0,66,2.712265
01000,0,1,0,0,0,67,2.563849
01000,0,1,0,0,0,68,2.592819
01000,0,1,0,0,0,69,2.852557
01000,0,1,0,0,0,70,3.359949
01000,0,1,0,0,0,71,2.614834
01000,0,1,0,0,0,72,2.563469
01000,0,1,0,0,0,73,2.343098
01000,0,1,0,0,0,74,2.368806
01000,0,1,0,0,0,75,2.755318
01000,0,1,0,0,0,76,2.762094
01000,0,1,0,0,0,77,2.952236
01000,0,1,0,0,0,78,2.377564
01000,0,1,0,0,0,79,2.381569
01000,0,1,0,0,0,80,2.376500
01000,0,1,0,0,0,81,3.042176
01000,0,1,0,0,0,82,2.623637
01000,0,1,0,0,0,83,2.179896
01000,0,1,0,0,0,84,2.249461
01000,0,1,0,0,0,85,2.413739
01000,0,1,0,0,0,86,2.958626
01000,0,1,0,0,0,87,2.777877
01000,0,1,0,0,0,88,2.735630
01000,0,1,0,0,0,89,2.398478
01000,0,1,0,0,0,90,2.648988
01000,0,1,0,0,0,91,3.411448
01000,0,1,0,0,0,92,2.678853
01000,0,1,0,0,0,93,3.047037
01000,0,1,0,0,0,94,2.395424
01000,0,1,0,0,0,95,2.413949
01000,0,1,0,0,0,96,2.003076
01000,0,1,0,0,0,97,3.274788
01000,0,1,0,0,0,98,2.175023
01000,0,1,0,0,0,99,3.200250
01000,0,1,0,0,0,100,2.453630
01000,0,1,0,0,0,101,2.211076
01000,0,1,0,0,0,102,2.756028
01000,0,1,0,0,0,103,2.686494
01000,0,1,0,0,0,104,2.504492
01000,0,1,0,0,0,105,2.462073
01000,0,1,0,0,0,106,2.892982
01000,0,1,0,0,0,107,2.293163
01000,0,1,0,0,0,108,2.182512
01000,0,1,0,0,0,109,2.396115
01000,0,1,0,0,0,110,2.681053
01000,0,1,0,0,0,111,2.564196
01000,0,1,0,0,0,112,2.750060
01000,0,1,0,0,0,113,2.300921
01000,0,1,0,0,0,114,2.194310
01000,0,1,0,0,0,115,2.617527
01000,0,1,0,0,0,116,2.610540
01000,0,1,0,0,0,117,2.190166
01000,0,1,0,0,0,118,2.529617
01000,0,1,0,0,0,119,2.694039
01000,0,1,0,0,0,120,2.341444
01000,0,1,0,0,0,121,2.141581
01000,0,1,0,0,0,122,2.599504
01000,0,1,0,0,0,123,2.434358
01000,0,1,0,0,0,124,2.939293
01000,0,1,0,0,0,125,2.117964
01000,0,1,0,0,0,126,2.539189
01000,0,1,0,0,0,127,2.244525
01000,0,1,0,0,0,128,2.214534
01000,0,1,0,0,0,129,2.998898
01000,0,1,0,0,0,130,2.827474
01000,0,1,0,0,0,131,2.049271
01000,0,1,0,0,0,132,2.739736
01000,0,1,0,0,0,133,2.574155
01000,0,1,0,0,0,134,2.768235
01000,0,1,0,0,0,135,3.143486
01000,0,1,0,0,0,136,2.111656
01000,0,1,0,0,0,137,2.224253
01000,0,1,0,0,0,138,2.844128
01000,0,1,0,0,0,139,2.533481
01000,0,1,0,0,0,140,3.111636
01000,0,1,0,0,0,141,2.339788
01000,0,1,0,0,0,142,3.172226
01000,0,1,0,0,0,143,2.386153
01000,0,1,0,0,0,144,2.474565
01000,0,1,0,0,0,145,2.582591
01000,0,1,0,0,0,146,2.206095
01000,0,1,0,0,0,147,2.479059
01000,0,1,0,0,0,148,2.156631
01000,0,1,0,0,0,149,2.478962
01000,0,1,0,0,0,150,2.792831
01000,0,1,0,0,0,151,2.537702
01000,0,1,0,0,0,152,2.789769
01000,0,1,0,0,0,153,3.076650
01000,0,1,0,0,0,154,2.727922
01000,0,1,0,0,0,155,2.681859
01000,0,1,0,0,0,156,3.182657
01000,0,1,0,0,0,157,1.841488
01000,0,1,0,0,0,158,3.555443
01000,0,1,0,0,0,159,2.122173
01000,0,1,0,0,0,160,2.065047
01000,0,1,0,0,0,161,2.466739
01000,0,1,0,0,0,162,2.471603
01000,0,1,0,0,0,163,2.471776
01000,0,1,0,0,0,164,2.468674
01000,0,1,0,0,0,165,2.586872
01000,0,1,0,0,0,166,2.120276
01000,0,1,0,0,0,167,2.496381
01000,0,1,0,0,0,168,2.938257
01000,0,1,0,0,0,169,2.594820
01000,0,1,0,0,0,170,2.481504
01000,0,1,0,0,0,171,2.295859
01000,0,1,0,0,0,172,2.312425
01000,0,1,0,0,0,173,3.102698
01000,0,1,0,0,0,174,2.694943
01000,0,1,0,0,0,175,2.285084
01000,0,1,0,0,0,176,3.011993
01000,0,1,0,0,0,177,2.253852
01000,0,1,0,0,0,178,2.153937
01000,0,1,0,0,0,179,2.419725
01000,0,1,0,0,0,180,2.186429
01000,0,1,0,0,0,181,2.012580
01000,0,1,0,0,0,182,1.790831
01000,0,1,0,0,0,183,3.449478
01000,0,1,0,0,0,184,2.208760
01000,0,1,0,0,0,185,2.422003
01000,0,1,0,0,0,186,2.465169
01000,0,1,0,0,0,187,2.317733
01000,0,1,0,0,0,188,2.159492
01000,0,1,0,0,0,189,2.383368
01000,0,1,0,0,0,190,1.748067
01000,0,1,0,0,0,191,2.262198
01000,0,1,0,0,0,192,2.141417
01000,0,1,0,0,0,193,2.826884
01000,0,1,0,0,0,194,2.773595
01000,0,1,0,0,0,195,2.537723
01000,0,1,0,0,0,196,2.391114
01000,0,1,0,0,0,197,2.984545
01000,0,1,0,0,0,198,2.318766
01000,0,1,0,0,0,199,2.599558
01001,0,1,0,0,1,0,3.365967
01001,0,1,0,0,1,1,3.424273
01001,0,1,0,0,1,2,3.177784
01001,0,1,0,0,1,3,3.066614
01001,0,1,0,0,1,4,3.221285
01001,0,1,0,0,1,5,2.947397
01001,0,1,0,0,1,6,3.290968
01001,0,1,0,0,1,7,3.323986
01001,0,1,0,0,1,8,2.902462
01001,0,1,0,0,1,9,3.223238
01001,0,1,0,0,1,10,2.801902
01001,0,1,0,0,1,11,2.937349
01001,0,1,0,0,1,12,3.061302
01001,0,1,0,0,1,13,3.089694
01001,0,1,0,0,1,14,3.055935
01001,0,1,0,0,1,15,2.739987
01001,0,1,0,0,1,16,2.899256
01001,0,1,0,0,1,17,2.887196
01001,0,1,0,0,1,18,2.720071
01001,0,1,0,0,1,19,2.740484
01001,0,1,0,0,1,20,3.685927
01001,0,1,0,0,1,21,2.796121
01001,0,1,0,0,1,22,2.836526
01001,0,1,0,0,1,23,2.034080
01001,0,1,0,0,1,24,3.385227
01001,0,1,0,0,1,25,2.879516
01001,0,1,0,0,1,26,3.274086
01001,0,1,0,0,1,27,2.911972
01001,0,1,0,0,1,28,2.320905
01001,0,1,0,0,1,29,2.299393
01001,0,1,0,0,1,30,2.897398
01001,0,1,0,0,1,31,2.940302
01001,0,1,0,0,1,32,2.695807
01001,0,1,0,0,1,33,2.196034
01001,0,1,0,0,1,34,3.125189
01001,0,1,0,0,1,35,2.699558
01001,0,1,0,0,1,36,2.477431
01001,0,1,0,0,1,37,2.912717
01001,0,1,0,0,1,38,2.289443
01001,0,1,0,0,1,39,2.857547
01001,0,1,0,0,1,40,2.299972
01001,0,1,0,0,1,41,2.506876
01001,0,1,0,0,1,42,2.905941
01001,0,1,0,0,1,43,2.472699
01001,0,1,0,0,1,44,2.132463
01001,0,1,0,0,1,45,3.105193
01001,0,1,0,0,1,46,2.521083
01001,0,1,0,0,1,47,3.050915
01001,0,1,0,0,1,48,2.715657
01001,0,1,0,0,1,49,2.453386
01001,0,1,0,0,1,50,3.688843
01001,0,1,0,0,1,51,2.845824
01001,0,1,0,0,1,52,3.026790
01001,0,1,0,0,1,53,2.207540
01001,0,1,0,0,1,54,2.740966
01001,0,1,0,0,1,55,2.144248
01001,0,1,0,0,1,56,2.517727
01001,0,1,0,0,1,57,2.520588
01001,0,1,0,0,1,58,2.611851
01001,0,1,0,0,1,59,2.958829
01001,0,1,0,0,1,60,2.712185
01001,0,1,0,0,1,61,2.486464
01001,0,1,0,0,1,62,2.691784
01001,0,1,0,0,1,63,2.899742
01001,0,1,0,0,1,64,2.841466
01001,0,1,0,0,1,65,2.870068
01001,0,1,0,0,1,66,2.712265
01001,0,1,0,0,1,67,2.563849
01001,0,1,0,0,1,68,2.592819
01001,0,1,0,0,1,69,2.852557
01001,0,1,0,0,1,70,3.359949
01001,0,1,0,0,1,71,2.614834
01001,0,1,0,0,1,72,2.563469
01001,0,1,0,0,1,73,2.343098
01001,0,1,0,0,1,74,2.368806
01001,0,1,0,0,1,75,2.755318
01001,0,1,0,0,1,76,2.762094
01001,0,1,0,0,1,77,2.952236
01001,0,1,0,0,1,78,2.377564
01001,0,1,0,0,1,79,2.381569
01001,0,1,0,0,1,80,2.376500
01001,0,1,0,0,1,81,3.042176
01001,0,1,0,0,1,82,2.623637
01001,0,1,0,0,1,83,2.179896
01001,0,1,0,0,1,84,2.249461
01001,0,1,0,0,1,85,2.413739
01001,0,1,0,0,1,86,2.958626
01001,0,1,0,0,1,87,2.777877
01001,0,1,0,0,1,88,2.735630
01001,0,1,0,0,1,89,2.398478
01001,0,1,0,0,1,90,2.648988
01001,0,1,0,0,1,91,3.411448
01001,0,1,0,0,1,92,2.678853
01001,0,1,0,0,1,93,3.047037
01001,0,1,0,0,1,94,2.395424
01001,0,1,0,0,1,95,2.413949
01001,0,1,0,0,1,96,2.003076
01001,0,1,0,0,1,97,3.274788
01001,0,1,0,0,1,98,2.175023
01001,0,1,0,0,1,99,3.200250
01001,0,1,0,0,1,100,2.453630
01001,0,1,0,0,1,101,2.211076
01001,0,1,0,0,1,102,2.756028
01001,0,1,0,0,1,103,2.686494
01001,0,1,0,0,1,104,2.504492
01001,0,1,0,0,1,105,2.462073
01001,0,1,0,0,1,106,2.892982
01001,0,1,0,0,1,107,2.293163
01001,0,1,0,0,1,108,2.182512
01001,0,1,0,0,1,109,2.396115
01001,0,1,0,0,1,110,2.681053
01001,0,1,0,0,1,111,2.564196
01001,0,1,0,0,1,112,2.750060
01001,0,1,0,0,1,113,2.300921
01001,0,1,0,0,1,114,2.194310
01001,0,1,0,0,1,115,2.617527
01001,0,1,0,0,1,116,2.610540
01001,0,1,0,0,1,117,2.190166
01001,0,1,0,0,1,118,2.529617
01001,0,1,0,0,1,119,2.694039
01001,0,1,0,0,1,120,2.341444
01001,0,1,0,0,1,121,2.141581
01001,0,1,0,0,1,122,2.599504
01001,0,1,0,0,1,123,2.434358
01001,0,1,0,0,1,124,2.939293
01001,0,1,0,0,1,125,2.117964
01001,0,1,0,0,1,126,2.539189
01001,0,1,0,0,1,127,2.244525
01001,0,1,0,0,1,128,2.214534
01001,0,1,0,0,1,129,2.998898
01001,0,1,0,0,1,130,2.827474
01001,0,1,0,0,1,131,2.049271
01001,0,1,0,0,1,132,2.739736
01001,0,1,0,0,1,133,2.574155
01001,0,1,0,0,1,134,2.768235
01001,0,1,0,0,1,135,3.143486
01001,0,1,0,0,1,136,2.111656
01001,0,1,0,0,1,137,2.224253
01001,0,1,0,0,1,138,2.844128
01001,0,1,0,0,1,139,2.533481
01001,0,1,0,0,1,140,3.111636
01001,0,1,0,0,1,141,2.339788
01001,0,1,0,0,1,142,3.172226
01001,0,1,0,0,1,143,2.386153
01001,0,1,0,0,1,144,2.474565
01001,0,1,0,0,1,145,2.582591
01001,0,1,0,0,1,146,2.206095
01001,0,1,0,0,1,147,2.479059
01001,0,1,0,0,1,148,2.156631
01001,0,1,0,0,1,149,2.478962
01001,0,1,0,0,1,150,2.792831
01001,0,1,0,0,1,151,2.537702
01001,0,1,0,0,1,152,2.789769
01001,0,1,0,0,1,153,3.076650
01001,0,1,0,0,1,154,2.727922
01001,0,1,0,0,1,155,2.681859
01001,0,1,0,0,1,156,3.182657
01001,0,1,0,0,1,157,1.841488
01001,0,1,0,0,1,158,3.555443
01001,0,1,0,0,1,159,2.122173
01001,0,1,0,0,1,160,2.065047
01001,0,1,0,0,1,161,2.466739
01001,0,1,0,0,1,162,2.471603
01001,0,1,0,0,1,163,2.471776
01001,0,1,0,0,1,164,2.468674
01001,0,1,0,0,1,165,2.586872
01001,0,1,0,0,1,166,2.120276
01001,0,1,0,0,1,167,2.496381
01001,0,1,0,0,1,168,2.938257
01001,0,1,0,0,1,169,2.594820
01001,0,1,0,0,1,170,2.481504
01001,0,1,0,0,1,171,2.295859
01001,0,1,0,0,1,172,2.312425
01001,0,1,0,0,1,173,3.102698
01001,0,1,0,0,1,174,2.694943
01001,0,1,0,0,1,175,2.285084
01001,0,1,0,0,1,176,3.011993
01001,0,1,0,0,1,177,2.253852
01001,0,1,0,0,1,178,2.153937
01001,0,1,0,0,1,179,2.419725
01001,0,1,0,0,1,180,2.186429
01001,0,1,0,0,1,181,2.012580
01001,0,1,0,0,1,182,1.790831
01001,0,1,0,0,1,183,3.449478
01001,0,1,0,0,1,184,2.208760
01001,0,1,0,0,1,185,2.422003
01001,0,1,0,0,1,186,2.465169
01001,0,1,0,0,1,187,2.317733
01001,0,1,0,0,1,188,2.159492
01001,0,1,0,0,1,189,2.383368
01001,0,1,0,0,1,190,1.748067
01001,0,1,0,0,1,191,2.262198
01001,0,1,0,0,1,192,2.141417
01001,0,1,0,0,1,193,2.826884
01001,0,1,0,0,1,194,2.773595
01001,0,1,0,0,1,195,2.537723
01001,0,1,0,0,1,196,2.391114
01001,0,1,0,0,1,197,2.984545
01001,0,1,0,0,1,198,2.318766
01001,0,1,0,0,1,199,2.599558
01010,0,1,0,1,0,0,3.370691
01010,0,1,0,1,0,1,3.424607
01010,0,1,0,1,0,2,3.183629
01010,0,1,0,1,0,3,3.047129
01010,0,1,0,1,0,4,3.218806
01010,0,1,0,1,0,5,2.972760
01010,0,1,0,1,0,6,3.257197
01010,0,1,0,1,0,7,3.294578
01010,0,1,0,1,0,8,2.905884
01010,0,1,0,1,0,9,3.213011
01010,0,1,0,1,0,10,2.828778
01010,0,1,0,1,0,11,2.975332
01010,0,1,0,1,0,12,3.095693
01010,0,1,0,1,0,13,3.065080
01010,0,1,0,1,0,14,3.041996
01010,0,1,0,1,0,15,2.705699
01010,0,1,0,1,0,16,2.940097
01010,0,1,0,1,0,17,2.876193
01010,0,1,0,1,0,18,2.719856
01010,0,1,0,1,0,19,2.718883
01010,0,1,0,1,0,20,3.808704
01010,0,1,0,1,0,21,2.742412
01010,0,1,0,1,0,22,2.789472
01010,0,1,0,1,0,23,1.985356
01010,0,1,0,1,0,24,3.347983
01010,0,1,0,1,0,25,2.906751
01010,0,1,0,1,0,26,3.250990
01010,0,1,0,1,0,27,2.952611
01010,0,1,0,1,0,28,2.299881
01010,0,1,0,1,0,29,2.309484
01010,0,1,0,1,0,30,2.960970
01010,0,1,0,1,0,31,2.904448
01010,0,1,0,1,0,32,2.696933
01010,0,1,0,1,0,33,2.206802
01010,0,1,0,1,0,34,3.166634
01010,0,1,0,1,0,35,2.688711
01010,0,1,0,1,0,36,2.570167
01010,0,1,0,1,0,37,2.871409
01010,0,1,0,1,0,38,2.304425
01010,0,1,0,1,0,39,2.911785
01010,0,1,0,1,0,40,2.194153
01010,0,1,0,1,0,41,2.543724
01010,0,1,0,1,0,42,2.915114
01010,0,1,0,1,0,43,2.430160
01010,0,1,0,1,0,44,2.097749
01010,0,1,0,1,0,45,3.166539
01010,0,1,0,1,0,46,2.476590
01010,0,1,0,1,0,47,3.175359
01010,0,1,0,1,0,48,2.774874
01010,0,1,0,1,0,49,2.501774
01010,0,1,0,1,0,50,3.587471
01010,0,1,0,1,0,51,2.876441
01010,0,1,0,1,0,52,3.052013
01010,0,1,0,1,0,53,2.190121
01010,0,1,0,1,0,54,2.658463
01010,0,1,0,1,0,55,2.148603
01010,0,1,0,1,0,56,2.551720
01010,0,1,0,1,0,57,2.467350
01010,0,1,0,1,0,58,2.608053
01010,0,1,0,1,0,59,2.974600
01010,0,1,0,1,0,60,2.669286
01010,0,1,0,1,0,61,2.490116
01010,0,1,0,1,0,62,2.768136
01010,0,1,0,1,0,63,2.870794
01010,0,1,0,1,0,64,2.882163
01010,0,1,0,1,0,65,2.915433
01010,0,1,0,1,0,66,2.767172
01010,0,1,0,1,0,67,2.548806
01010,0,1,0,1,0,68,2.566128
01010,0,1,0,1,0,69,2.865925
01010,0,1,0,1,0,70,3.248351
01010,0,1,0,1,0,71,2.566831
01010,0,1,0,1,0,72,2.553321
01010,0,1,0,1,0,73,2.345342
01010,0,1,0,1,0,74,2.361428
01010,0,1,0,1,0,75,2.713392
01010,0,1,0,1,0,76,2.747779
01010,0,1,0,1,0,77,2.928479
01010,0,1,0,1,0,78,2.431288
01010,0,1,0,1,0,79,2.400529
01010,0,1,0,1,0,80,2.391454
01010,0,1,0,1,0,81,2.986375
01010,0,1,0,1,0,82,2.569639
01010,0,1,0,1,0,83,2.179854
01010,0,1,0,1,0,84,2.247445
01010,0,1,0,1,0,85,2.426498
01010,0,1,0,1,0,86,2.977590
01010,0,1,0,1,0,87,2.792776
01010,0,1,0,1,0,88,2.746729
01010,0,1,0,1,0,89,2.327746
01010,0,1,0,1,0,90,2.680992
01010,0,1,0,1,0,91,3.431916
01010,0,1,0,1,0,92,2.650629
01010,0,1,0,1,0,93,2.972026
01010,0,1,0,1,0,94,2.416538
01010,0,1,0,1,0,95,2.440719
01010,0,1,0,1,0,96,2.003764
01010,0,1,0,1,0,97,3.201543
01010,0,1,0,1,0,98,2.164124
01010,0,1,0,1,0,99,3.131590
01010,0,1,0,1,0,100,2.464104
01010,0,1,0,1,0,101,2.138550
01010,0,1,0,1,0,102,2.762808
01010,0,1,0,1,0,103,2.727886
01010,0,1,0,1,0,104,2.461852
01010,0,1,0,1,0,105,2.496481
01010,0,1,0,1,0,106,2.890851
01010,0,1,0,1,0,107,2.216485
01010,0,1,0,1,0,108,2.123124
01010,0,1,0,1,0,109,2.409984
01010,0,1,0,1,0,110,2.596853
01010,0,1,0,1,0,111,2.556405
01010,0,1,0,1,0,112,2.774275
01010,0,1,0,1,0,113,2.276524
01010,0,1,0,1,0,114,2.151228
01010,0,1,0,1,0,115,2.636755
01010,0,1,0,1,0,116,2.575108
01010,0,1,0,1,0,117,2.201702
01010,0,1,0,1,0,118,2.528793
01010,0,1,0,1,0,119,2.678756
01010,0,1,0,1,0,120,2.292422
01010,0,1,0,1,0,121,2.163635
01010,0,1,0,1,0,122,2.555636
01010,0,1,0,1,0,123,2.481150
01010,0,1,0,1,0,124,2.871397
01010,0,1,0,1,0,125,2.124802
01010,0,1,0,1,0,126,2.555934
01010,0,1,0,1,0,127,2.179433
01010,0,1,0,1,0,128,2.165484
01010,0,1,0,1,0,129,3.004977
01010,0,1,0,1,0,130,2.857959
01010,0,1,0,1,0,131,2.032143
01010,0,1,0,1,0,132,2.697376
01010,0,1,0,1,0,133,2.613568
01010,0,1,0,1,0,134,2.787110
01010,0,1,0,1,0,135,3.075972
01010,0,1,0,1,0,136,2.133997
01010,0,1,0,1,0,137,2.244945
01010,0,1,0,1,0,138,2.737760
01010,0,1,0,1,0,139,2.559459
01010,0,1,0,1,0,140,3.172391
01010,0,1,0,1,0,141,2.330018
01010,0,1,0,1,0,142,3.156585
01010,0,1,0,1,0,143,2.363884
01010,0,1,0,1,0,144,2.490461
01010,0,1,0,1,0,145,2.531388
01010,0,1,0,1,0,146,2.199106
01010,0,1,0,1,0,147,2.475876
01010,0,1,0,1,0,148,2.168147
01010,0,1,0,1,0,149,2.441963
01010,0,1,0,1,0,150,2.721591
01010,0,1,0,1,0,151,2.487366
01010,0,1,0,1,0,152,2.824108
01010,0,1,0,1,0,153,3.046622
01010,0,1,0,1,0,154,2.668952
01010,0,1,0,1,0,155,2.637892
01010,0,1,0,1,0,156,3.203178
01010,0,1,0,1,0,157,1.844726
01010,0,1,0,1,0,158,3.532656
01010,0,1,0,1,0,159,2.102205
01010,0,1,0,1,0,160,2.026286
01010,0,1,0,1,0,161,2.501467
01010,0,1,0,1,0,162,2.464232
01010,0,1,0,1,0,163,2.429320
01010,0,1,0,1,0,164,2.500129
01010,0,1,0,1,0,165,2.574970
01010,0,1,0,1,0,166,2.110460
01010,0,1,0,1,0,167,2.543437
01010,0,1,0,1,0,168,2.947035
01010,0,1,0,1,0,169,2.653383
01010,0,1,0,1,0,170,2.570977
01010,0,1,0,1,0,171,2.305857
01010,0,1,0,1,0,172,2.272761
01010,0,1,0,1,0,173,3.093517
01010,0,1,0,1,0,174,2.722818
01010,0,1,0,1,0,175,2.309111
01010,0,1,0,1,0,176,3.021871
01010,0,1,0,1,0,177,2.253402
01010,0,1,0,1,0,178,2.111089
01010,0,1,0,1,0,179,2.456962
01010,0,1,0,1,0,180,2.247673
01010,0,1,0,1,0,181,1.982929
01010,0,1,0,1,0,182,1.819871
01010,0,1,0,1,0,183,3.454421
01010,0,1,0,1,0,184,2.200500
01010,0,1,0,1,0,185,2.406730
01010,0,1,0,1,0,186,2.466149
01010,0,1,0,1,0,187,2.281303
01010,0,1,0,1,0,188,2.125241
01010,0,1,0,1,0,189,2.412947
01010,0,1,0,1,0,190,1.723490
01010,0,1,0,1,0,191,2.234546
01010,0,1,0,1,0,192,2.129250
01010,0,1,0,1,0,193,2.868636
01010,0,1,0,1,0,194,2.706415
01010,0,1,0,1,0,195,2.510603
01010,0,1,0,1,0,196,2.436008
01010,0,1,0,1,0,197,2.977354
01010,0,1,0,1,0,198,2.369261
01010,0,1,0,1,0,199,2.543626
01011,0,1,0,1,1,0,3.370691
01011,0,1,0,1,1,1,3.424607
01011,0,1,0,1,1,2,3.183629
01011,0,1,0,1,1,3,3.047129
01011,0,1,0,1,1,4,3.218806
01011,0,1,0,1,1,5,2.972760
01011,0,1,0,1,1,6,3.257197
01011,0,1,0,1,1,7,3.294578
01011,0,1,0,1,1,8,2.905884
01011,0,1,0,1,1,9,3.213011
01011,0,1,0,1,1,10,2.828778
01011,0,1,0,1,1,11,2.975332
01011,0,1,0,1,1,12,3.095693
01011,0,1,0,1,1,13,3.065080
01011,0,1,0,1,1,14,3.041996
01011,0,1,0,1,1,15,2.705699
01011,0,1,0,1,1,16,2.940097
01011,0,1,0,1,1,17,2.876193
01011,0,1,0,1,1,18,2.719856
01011,0,1,0,1,1,19,2.718883
01011,0,1,0,1,1,20,3.808704
01011,0,1,0,1,1,21,2.742412
01011,0,1,0,1,1,22,2.789472
01011,0,1,0,1,1,23,1.985356
01011,0,1,0,1,1,24,3.347983
01011,0,1,0,1,1,25,2.906751
01011,0,1,0,1,1,26,3.250990
01011,0,1,0,1,1,27,2.952611
01011,0,1,0,1,1,28,2.299881
01011,0,1,0,1,1,29,2.309484
01011,0,1,0,1,1,30,2.960970
