flags,P1,P2,P3,P4,P5,step,loss
00010,0,0,0,1,0,0,3.370691
00010,0,0,0,1,0,1,3.424607
00010,0,0,0,1,0,2,3.183629
00010,0,0,0,1,0,3,3.047129
00010,0,0,0,1,0,4,3.218806
00010,0,0,0,1,0,5,2.972760
00010,0,0,0,1,0,6,3.257197
00010,0,0,0,1,0,7,3.294578
00010,0,0,0,1,0,8,2.905884
00010,0,0,0,1,0,9,3.213011
00010,0,0,0,1,0,10,2.828778
00010,0,0,0,1,0,11,2.975332
00010,0,0,0,1,0,12,3.095693
00010,0,0,0,1,0,13,3.065080
00010,0,0,0,1,0,14,3.041996
00010,0,0,0,1,0,15,2.705699
00010,0,0,0,1,0,16,2.940097
00010,0,0,0,1,0,17,2.876193
00010,0,0,0,1,0,18,2.719856
00010,0,0,0,1,0,19,2.718883
00010,0,0,0,1,0,20,3.808704
00010,0,0,0,1,0,21,2.742412
00010,0,0,0,1,0,22,2.789472
00010,0,0,0,1,0,23,1.985356
00010,0,0,0,1,0,24,3.347983
00010,0,0,0,1,0,25,2.906751
00010,0,0,0,1,0,26,3.250990
00010,0,0,0,1,0,27,2.952611
00010,0,0,0,1,0,28,2.299881
00010,0,0,0,1,0,29,2.309484
00010,0,0,0,1,0,30,2.960970
00010,0,0,0,1,0,31,2.904448
00010,0,0,0,1,0,32,2.696933
00010,0,0,0,1,0,33,2.206802
00010,0,0,0,1,0,34,3.166634
00010,0,0,0,1,0,35,2.688711
00010,0,0,0,1,0,36,2.570167
00010,0,0,0,1,0,37,2.871409
00010,0,0,0,1,0,38,2.304425
00010,0,0,0,1,0,39,2.911785
00010,0,0,0,1,0,40,2.194153
00010,0,0,0,1,0,41,2.543724
00010,0,0,0,1,0,42,2.915114
00010,0,0,0,1,0,43,2.430160
00010,0,0,0,1,0,44,2.097749
00010,0,0,0,1,0,45,3.166539
00010,0,0,0,1,0,46,2.476590
00010,0,0,0,1,0,47,3.175359
00010,0,0,0,1,0,48,2.774874
00010,0,0,0,1,0,49,2.501774
00010,0,0,0,1,0,50,3.587471
00010,0,0,0,1,0,51,2.876441
00010,0,0,0,1,0,52,3.052013
00010,0,0,0,1,0,53,2.190121
00010,0,0,0,1,0,54,2.658463
00010,0,0,0,1,0,55,2.148603
00010,0,0,0,1,0,56,2.551720
00010,0,0,0,1,0,57,2.467350
00010,0,0,0,1,0,58,2.608053
00010,0,0,0,1,0,59,2.974600
00010,0,0,0,1,0,60,2.669286
00010,0,0,0,1,0,61,2.490116
00010,0,0,0,1,0,62,2.768136
00010,0,0,0,1,0,63,2.870794
00010,0,0,0,1,0,64,2.882163
00010,0,0,0,1,0,65,2.915433
00010,0,0,0,1,0,66,2.767172
00010,0,0,0,1,0,67,2.548806
00010,0,0,0,1,0,68,2.566128
00010,0,0,0,1,0,69,2.865925
00010,0,0,0,1,0,70,3.248351
00010,0,0,0,1,0,71,2.566831
00010,0,0,0,1,0,72,2.553321
00010,0,0,0,1,0,73,2.345342
00010,0,0,0,1,0,74,2.361428
00010,0,0,0,1,0,75,2.713392
00010,0,0,0,1,0,76,2.747779
00010,0,0,0,1,0,77,2.928479
00010,0,0,0,1,0,78,2.431288
00010,0,0,0,1,0,79,2.400529
00010,0,0,0,1,0,80,2.391454
00010,0,0,0,1,0,81,2.986375
00010,0,0,0,1,0,82,2.569639
00010,0,0,0,1,0,83,2.179854
00010,0,0,0,1,0,84,2.247445
00010,0,0,0,1,0,85,2.426498
00010,0,0,0,1,0,86,2.977590
00010,0,0,0,1,0,87,2.792776
00010,0,0,0,1,0,88,2.746729
00010,0,0,0,1,0,89,2.327746
00010,0,0,0,1,0,90,2.680992
00010,0,0,0,1,0,91,3.431916
00010,0,0,0,1,0,92,2.650629
00010,0,0,0,1,0,93,2.972026
00010,0,0,0,1,0,94,2.416538
00010,0,0,0,1,0,95,2.440719
00010,0,0,0,1,0,96,2.003764
00010,0,0,0,1,0,97,3.201543
00010,0,0,0,1,0,98,2.164124
00010,0,0,0,1,0,99,3.131590
00010,0,0,0,1,0,100,2.464104
00010,0,0,0,1,0,101,2.138550
00010,0,0,0,1,0,102,2.762808
00010,0,0,0,1,0,103,2.727886
00010,0,0,0,1,0,104,2.461852
00010,0,0,0,1,0,105,2.496481
00010,0,0,0,1,0,106,2.890851
00010,0,0,0,1,0,107,2.216485
00010,0,0,0,1,0,108,2.123124
00010,0,0,0,1,0,109,2.409984
00010,0,0,0,1,0,110,2.596853
00010,0,0,0,1,0,111,2.556405
00010,0,0,0,1,0,112,2.774275
00010,0,0,0,1,0,113,2.276524
00010,0,0,0,1,0,114,2.151228
00010,0,0,0,1,0,115,2.636755
00010,0,0,0,1,0,116,2.575108
00010,0,0,0,1,0,117,2.201702
00010,0,0,0,1,0,118,2.528793
00010,0,0,0,1,0,119,2.678756
00010,0,0,0,1,0,120,2.292422
00010,0,0,0,1,0,121,2.163635
00010,0,0,0,1,0,122,2.555636
00010,0,0,0,1,0,123,2.481150
00010,0,0,0,1,0,124,2.871397
00010,0,0,0,1,0,125,2.124802
00010,0,0,0,1,0,126,2.555934
00010,0,0,0,1,0,127,2.179433
00010,0,0,0,1,0,128,2.165484
00010,0,0,0,1,0,129,3.004977
00010,0,0,0,1,0,130,2.857959
00010,0,0,0,1,0,131,2.032143
00010,0,0,0,1,0,132,2.697376
00010,0,0,0,1,0,133,2.613568
00010,0,0,0,1,0,134,2.787110
00010,0,0,0,1,0,135,3.075972
00010,0,0,0,1,0,136,2.133997
00010,0,0,0,1,0,137,2.244945
00010,0,0,0,1,0,138,2.737760
00010,0,0,0,1,0,139,2.559459
00010,0,0,0,1,0,140,3.172391
00010,0,0,0,1,0,141,2.330018
00010,0,0,0,1,0,142,3.156585
00010,0,0,0,1,0,143,2.363884
00010,0,0,0,1,0,144,2.490461
00010,0,0,0,1,0,145,2.531388
00010,0,0,0,1,0,146,2.199106
00010,0,0,0,1,0,147,2.475876
00010,0,0,0,1,0,148,2.168147
00010,0,0,0,1,0,149,2.441963
00010,0,0,0,1,0,150,2.721591
00010,0,0,0,1,0,151,2.487366
00010,0,0,0,1,0,152,2.824108
00010,0,0,0,1,0,153,3.046622
00010,0,0,0,1,0,154,2.668952
00010,0,0,0,1,0,155,2.637892
00010,0,0,0,1,0,156,3.203178
00010,0,0,0,1,0,157,1.844726
00010,0,0,0,1,0,158,3.532656
00010,0,0,0,1,0,159,2.102205
00010,0,0,0,1,0,160,2.026286
00010,0,0,0,1,0,161,2.501467
00010,0,0,0,1,0,162,2.464232
00010,0,0,0,1,0,163,2.429320
00010,0,0,0,1,0,164,2.500129
00010,0,0,0,1,0,165,2.574970
00010,0,0,0,1,0,166,2.110460
00010,0,0,0,1,0,167,2.543437
00010,0,0,0,1,0,168,2.947035
00010,0,0,0,1,0,169,2.653383
00010,0,0,0,1,0,170,2.570977
00010,0,0,0,1,0,171,2.305857
00010,0,0,0,1,0,172,2.272761
00010,0,0,0,1,0,173,3.093517
00010,0,0,0,1,0,174,2.722818
00010,0,0,0,1,0,175,2.309111
00010,0,0,0,1,0,176,3.021871
00010,0,0,0,1,0,177,2.253402
00010,0,0,0,1,0,178,2.111089
00010,0,0,0,1,0,179,2.456962
00010,0,0,0,1,0,180,2.247673
00010,0,0,0,1,0,181,1.982929
00010,0,0,0,1,0,182,1.819871
00010,0,0,0,1,0,183,3.454421
00010,0,0,0,1,0,184,2.200500
00010,0,0,0,1,0,185,2.406730
00010,0,0,0,1,0,186,2.466149
00010,0,0,0,1,0,187,2.281303
00010,0,0,0,1,0,188,2.125241
00010,0,0,0,1,0,189,2.412947
00010,0,0,0,1,0,190,1.723490
00010,0,0,0,1,0,191,2.234546
00010,0,0,0,1,0,192,2.129250
00010,0,0,0,1,0,193,2.868636
00010,0,0,0,1,0,194,2.706415
00010,0,0,0,1,0,195,2.510603
00010,0,0,0,1,0,196,2.436008
00010,0,0,0,1,0,197,2.977354
00010,0,0,0,1,0,198,2.369261
00010,0,0,0,1,0,199,2.543626
00011,0,0,0,1,1,0,3.370691
00011,0,0,0,1,1,1,3.424607
00011,0,0,0,1,1,2,3.183629
00011,0,0,0,1,1,3,3.047129
00011,0,0,0,1,1,4,3.218806
00011,0,0,0,1,1,5,2.972760
00011,0,0,0,1,1,6,3.257197
00011,0,0,0,1,1,7,3.294578
00011,0,0,0,1,1,8,2.905884
00011,0,0,0,1,1,9,3.213011
00011,0,0,0,1,1,10,2.828778
00011,0,0,0,1,1,11,2.975332
00011,0,0,0,1,1,12,3.095693
00011,0,0,0,1,1,13,3.065080
00011,0,0,0,1,1,14,3.041996
00011,0,0,0,1,1,15,2.705699
00011,0,0,0,1,1,16,2.940097
00011,0,0,0,1,1,17,2.876193
00011,0,0,0,1,1,18,2.719856
00011,0,0,0,1,1,19,2.718883
00011,0,0,0,1,1,20,3.808704
00011,0,0,0,1,1,21,2.742412
00011,0,0,0,1,1,22,2.789472
00011,0,0,0,1,1,23,1.985356
00011,0,0,0,1,1,24,3.347983
00011,0,0,0,1,1,25,2.906751
00011,0,0,0,1,1,26,3.250990
00011,0,0,0,1,1,27,2.952611
00011,0,0,0,1,1,28,2.299881
00011,0,0,0,1,1,29,2.309484
00011,0,0,0,1,1,30,2.960970
00011,0,0,0,1,1,31,2.904448
00011,0,0,0,1,1,32,2.696933
00011,0,0,0,1,1,33,2.206802
00011,0,0,0,1,1,34,3.166634
00011,0,0,0,1,1,35,2.688711
00011,0,0,0,1,1,36,2.570167
00011,0,0,0,1,1,37,2.871409
00011,0,0,0,1,1,38,2.304425
00011,0,0,0,1,1,39,2.911785
00011,0,0,0,1,1,40,2.194153
00011,0,0,0,1,1,41,2.543724
00011,0,0,0,1,1,42,2.915114
00011,0,0,0,1,1,43,2.430160
00011,0,0,0,1,1,44,2.097749
00011,0,0,0,1,1,45,3.166539
00011,0,0,0,1,1,46,2.476590
00011,0,0,0,1,1,47,3.175359
00011,0,0,0,1,1,48,2.774874
00011,0,0,0,1,1,49,2.501774
00011,0,0,0,1,1,50,3.587471
00011,0,0,0,1,1,51,2.876441
00011,0,0,0,1,1,52,3.052013
00011,0,0,0,1,1,53,2.190121
00011,0,0,0,1,1,54,2.658463
00011,0,0,0,1,1,55,2.148603
00011,0,0,0,1,1,56,2.551720
00011,0,0,0,1,1,57,2.467350
00011,0,0,0,1,1,58,2.608053
00011,0,0,0,1,1,59,2.974600
00011,0,0,0,1,1,60,2.669286
00011,0,0,0,1,1,61,2.490116
00011,0,0,0,1,1,62,2.768136
00011,0,0,0,1,1,63,2.870794
00011,0,0,0,1,1,64,2.882163
00011,0,0,0,1,1,65,2.915433
00011,0,0,0,1,1,66,2.767172
00011,0,0,0,1,1,67,2.548806
00011,0,0,0,1,1,68,2.566128
00011,0,0,0,1,1,69,2.865925
00011,0,0,0,1,1,70,3.248351
00011,0,0,0,1,1,71,2.566831
00011,0,0,0,1,1,72,2.553321
00011,0,0,0,1,1,73,2.345342
00011,0,0,0,1,1,74,2.361428
00011,0,0,0,1,1,75,2.713392
00011,0,0,0,1,1,76,2.747779
00011,0,0,0,1,1,77,2.928479
00011,0,0,0,1,1,78,2.431288
00011,0,0,0,1,1,79,2.400529
00011,0,0,0,1,1,80,2.391454
00011,0,0,0,1,1,81,2.986375
00011,0,0,0,1,1,82,2.569639
00011,0,0,0,1,1,83,2.179854
00011,0,0,0,1,1,84,2.247445
00011,0,0,0,1,1,85,2.426498
00011,0,0,0,1,1,86,2.977590
00011,0,0,0,1,1,87,2.792776
00011,0,0,0,1,1,88,2.746729
00011,0,0,0,1,1,89,2.327746
00011,0,0,0,1,1,90,2.680992
00011,0,0,0,1,1,91,3.431916
00011,0,0,0,1,1,92,2.650629
00011,0,0,0,1,1,93,2.972026
00011,0,0,0,1,1,94,2.416538
00011,0,0,0,1,1,95,2.440719
00011,0,0,0,1,1,96,2.003764
